problem,n,formal_target,primary_metric,eval_type,checkpoint,checkpoint_epoch,checkpoint_sha256,checkpoint_load,test_data,test_data_sha256,test_data_total_instances,test_data_seed,test_data_generator,test_subset,episodes,batch_size,batch_size_basis,aug_factor,no_aug_diagnostic_score,x8_aug_score,elapsed_seconds,device,cuda_device,evaluation_seed,git_commit,git_dirty,python,torch,torch_cuda,cuda_available,cudnn,gpu,platform,note
TSP,50,POMO x8 augmentation,x8_aug_score,argmax,/root/mfs/POMO/NEW_py_ver/TSP/POMO/result/saved_tsp50_model/checkpoint-1000.pt,1000,8949170863c01530d60013b8604c8011bd8badd8b597c8bcf42985754963c1dd,strict_ok,/root/mfs/POMO/reproduction_data/fixed_testsets/tsp50_n100000_seed1234.pt,4ca8c3abcae2384bfcd03f4a24a6baaebe71f9ac3c017973c9087aa11a15e19b,100000,1234,POMO NEW_py_ver/TSP/TSProblemDef.get_random_problems,prefix[0:10],10,10,explicit command-line value,8,5.736665105819702,5.73400764465332,0.43289700290188193,cuda:0,0,1234,356505321407695d393767cdee9b3b59469fcab6,True,3.8.13,1.13.1+cu117,11.7,True,8500,NVIDIA GeForce RTX 4090,Linux-6.11.0-29-generic-x86_64-with-glibc2.17,No single-trajectory metric is emitted. No-augmentation is diagnostic only; x8_aug_score is the formal target.
